"Year","Region","Zone","Category","Number.of.holders","Area.in.hectare","Production.in.quintal","Yqth"
"2015","Tigray","Central Tigray","Fruit Crops",24545,78.09,1819.33,66.37
"2016","Tigray","Central Tigray","Fruit Crops",18133,29.41,451.03,15.34
"2005","SNNP","Dawuro","Fruit Crops",47277,381,29083,333.2
"2006","SNNP","Dawuro","Fruit Crops",54038,400.25,22318.09,527.21
"2007","SNNP","Dawuro","Fruit Crops",62380,520.77,24814.22,298.35
"2008","SNNP","Dawuro","Fruit Crops",88218,863.61,57768.51,217.34
"2009","SNNP","Dawuro","Fruit Crops",82068,713.3,47075.18,370.13
"2011","SNNP","Dawuro","Fruit Crops",57326,611.45,49410.54,428.18
"2012","SNNP","Dawuro","Fruit Crops",81011,765.96,63325.37,373.94
"2013","SNNP","Dawuro","Fruit Crops",95277,867.81,0,0
"2014","SNNP","Dawuro","Fruit Crops",95422,1043.26,0,0
"2015","SNNP","Dawuro","Fruit Crops",130918,1017.87,81918.98,413.06
"2016","SNNP","Dawuro","Fruit Crops",133035,1088.04,79112.51,573.89
"2005","SNNP","Derashe ","Fruit Crops",4962,67,526,12.09
"2006","SNNP","Derashe ","Fruit Crops",6877,63.31,456.58,407.78
"2007","SNNP","Derashe ","Fruit Crops",5252,97.81,42.27,67.1
"2008","SNNP","Derashe ","Fruit Crops",6249,182.64,1763.04,42.43
"2011","SNNP","Derashe ","Fruit Crops",2313,50.18,581.04,11.58
"2012","SNNP","Derashe ","Fruit Crops",6391,79.8,1167.03,82.55
"2005","Amhara","East Gojjam","Fruit Crops",5361,0,0,0
"2006","Amhara","East Gojjam","Fruit Crops",16220,36.46,24.61,2.4
"2007","Amhara","East Gojjam","Fruit Crops",9566,14.57,166.43,11.42
"2008","Amhara","East Gojjam","Fruit Crops",11144,11.47,79.26,6.91
"2009","Amhara","East Gojjam","Fruit Crops",18180,50.36,348,6.91
"2011","Amhara","East Gojjam","Fruit Crops",20532,0,0,0
"2012","Amhara","East Gojjam","Fruit Crops",21546,41.33,294.27,7.12
"2013","Amhara","East Gojjam","Fruit Crops",12223,16.1,0,0
"2014","Amhara","East Gojjam","Fruit Crops",18085,41.36,0,0
"2015","Amhara","East Gojjam","Fruit Crops",24173,0,0,0
"2016","Amhara","East Gojjam","Fruit Crops",13113,1.25,83.94,67.15
"2005","Oromiya","East Hararge","Fruit Crops",92602,817,16108,123.52
"2006","Oromiya","East Hararge","Fruit Crops",117713,700.95,72271.29,706.36
"2007","Oromiya","East Hararge","Fruit Crops",194992,1634.9,139923.33,434.52
"2008","Oromiya","East Hararge","Fruit Crops",243058,1943.29,105849.91,244.98
"2011","Oromiya","East Hararge","Fruit Crops",92975,842.85,53344.12,63.29
"2012","Oromiya","East Hararge","Fruit Crops",52631,608.74,37640.61,78.72
"2013","Oromiya","East Hararge","Fruit Crops",78328,719.93,31953.66,112.92
"2014","Oromiya","East Hararge","Fruit Crops",102583,831.61,47549.77,118.58
"2015","Oromiya","East Hararge","Fruit Crops",151984,1148.7,58878.59,118.49
"2016","Oromiya","East Hararge","Fruit Crops",194083,1464.13,49292.95,76.78
"2005","Oromiya","East Shewa","Fruit Crops",8723,4,23,6.16
"2006","Oromiya","East Shewa","Fruit Crops",16257,271.7,15404.99,350.54
"2008","Oromiya","East Shewa","Fruit Crops",10714,5.07,101.69,20.06
"2011","Oromiya","East Shewa","Fruit Crops",2673,5.71,494.64,86.63
"2012","Oromiya","East Shewa","Fruit Crops",4748,0,0,0
"2013","Oromiya","East Shewa","Fruit Crops",7109,0,0,0
"2014","Oromiya","East Shewa","Fruit Crops",4686,0,0,0
"2015","Oromiya","East Shewa","Fruit Crops",4748,0,0,0
"2005","Oromiya","East Wellega","Fruit Crops",63687,636,29313,252.5
"2006","Oromiya","East Wellega","Fruit Crops",66211,810.4,76527.65,944.06
"2008","Oromiya","East Wellega","Fruit Crops",71471,985.54,53616.08,110.51
"2011","Oromiya","East Wellega","Fruit Crops",71088,1164.08,64058.39,114.98
"2012","Oromiya","East Wellega","Fruit Crops",93172,1026.07,58684.65,395.79
"2013","Oromiya","East Wellega","Fruit Crops",99871,905.92,51343.86,118.75
"2014","Oromiya","East Wellega","Fruit Crops",102450,941.55,53496.33,112.86
"2015","Oromiya","East Wellega","Fruit Crops",110978,1278.11,76593.67,374.05
"2016","Oromiya","East Wellega","Fruit Crops",108164,1391.83,85616.42,384.19
"2007","Oromiya ","East Wellega","Fruit Crops",56136,309.25,22355.81,730.38
"2009","Oromiya ","East Wellega","Fruit Crops",84397,512.1,17093.79,33.38
"2005","Tigray","Eastern Tigray","Fruit Crops",1931,0,0,0
"2006","Tigray","Eastern Tigray","Fruit Crops",4897,56.32,428.11,27.5
"2007","Tigray","Eastern Tigray","Fruit Crops",6294,0,0,0
"2008","Tigray","Eastern Tigray","Fruit Crops",2599,0,0,0
"2009","Tigray","Eastern Tigray","Fruit Crops",5343,3.89,0,0
"2011","Tigray","Eastern Tigray","Fruit Crops",7380,110.59,639.18,5.78
"2012","Tigray","Eastern Tigray","Fruit Crops",10730,30.61,127.65,4.17
"2013","Tigray","Eastern Tigray","Fruit Crops",11478,108.98,665.52,6.46
"2014","Tigray","Eastern Tigray","Fruit Crops",12097,0,0,0
"2015","Tigray","Eastern Tigray","Fruit Crops",9201,0,0,0
"2016","Tigray","Eastern Tigray","Fruit Crops",9713,0,0,0
"2008","Gambella","Etang Spe.","Fruit Crops",745,13.01,0,0
"2009","Gambella","Etang Spe.","Fruit Crops",517,2.52,0,0
"2011","Gambella","Etang Spe.","Fruit Crops",2672,69.48,0,0
"2013","Gambella","Etang Spe.","Fruit Crops",3433,92.72,0,0
"2014","Gambella","Etang Spe.","Fruit Crops",3826,64.28,0,0
"2015","Gambella","Etang Spe.","Fruit Crops",3826,64.28,0,0
"2016","Gambella","Etang Spe.","Fruit Crops",5411,188.1,0,0
"2005","SNNP","Gamo Gofa","Fruit Crops",123487,212,7457,59.96
"2006","SNNP","Gamo Gofa","Fruit Crops",192533,9779.02,888127.62,1078.27
"2007","SNNP","Gamo Gofa","Fruit Crops",206273,10094.62,996964.89,1139.71
"2008","SNNP","Gamo Gofa","Fruit Crops",238145,321.43,65439.95,477.88
"2011","SNNP","Gamo Gofa","Fruit Crops",172898,107.92,26830.01,248.61
"2012","SNNP","Gamo Gofa","Fruit Crops",295905,6706.89,715763.44,940.17
"2013","SNNP","Gamo Gofa","Fruit Crops",283236,337.61,32173.68,252.22
"2014","SNNP","Gamo Gofa","Fruit Crops",292368,870.82,85469.64,568.38
"2015","SNNP","Gamo Gofa","Fruit Crops",313203,1460.86,133949.72,611.39
"2016","SNNP","Gamo Gofa","Fruit Crops",397850,1343.28,122698.87,599.36
"2005","SNNP","Gedeo","Fruit Crops",51226,550,12964,23.59
"2006","SNNP","Gedeo","Fruit Crops",65948,1126.68,102441.47,792.27
"2007","SNNP","Gedeo","Fruit Crops",62463,1006.58,81808.36,161.96
"2008","SNNP","Gedeo","Fruit Crops",88673,1405.44,80667.67,122.11
"2011","SNNP","Gedeo","Fruit Crops",93066,1259.62,86887.63,148.55
"2012","SNNP","Gedeo","Fruit Crops",109291,2236.04,161955.74,148.55
"2013","SNNP","Gedeo","Fruit Crops",106330,2130.78,74084.41,58.32
"2014","SNNP","Gedeo","Fruit Crops",94438,1579.25,50413.21,53.61
"2015","SNNP","Gedeo","Fruit Crops",109896,2389.64,97459.08,81.47
"2016","SNNP","Gedeo","Fruit Crops",105484,594.36,15234.97,25.63
"2005","Oromiya","Guji","Fruit Crops",38790,847,25881,30.54
"2006","Oromiya","Guji","Fruit Crops",36884,973.35,94043.56,550.85
"2007","Oromiya","Guji","Fruit Crops",38783,965.76,86058.81,89.11
"2008","Oromiya","Guji","Fruit Crops",45538,1444.08,68124.77,102.97
"2011","Oromiya","Guji","Fruit Crops",41752,1340.32,104819.9,149.1
"2012","Oromiya","Guji","Fruit Crops",40020,1619.12,129813.49,149.1
"2013","Oromiya","Guji","Fruit Crops",40634,1424.25,115289.97,126.69
"2014","Oromiya","Guji","Fruit Crops",32060,801.02,74123.32,92.54
"2015","Oromiya","Guji","Fruit Crops",41837,968.87,85062.77,155.64
"2016","Oromiya","Guji","Fruit Crops",47752,1276.83,110040.36,159.94
"2009","Oromiya ","Guji","Fruit Crops",48512,1183.61,52389.58,102.97
"2005","SNNP","Gurage","Fruit Crops",145734,1164,47007,217.19
"2006","SNNP","Gurage","Fruit Crops",170792,1115.26,166030.57,788.08
"2007","SNNP","Gurage","Fruit Crops",207465,1644.15,190769.82,740.57
"2008","SNNP","Gurage","Fruit Crops",212876,1229.55,92630.14,461.92
"2011","SNNP","Gurage","Fruit Crops",185204,1015.12,134517.04,638.77
"2012","SNNP","Gurage","Fruit Crops",188753,1092.87,148823.58,759.64
"2013","SNNP","Gurage","Fruit Crops",182212,828.52,82908.18,649.71
"2014","SNNP","Gurage","Fruit Crops",157652,1007.45,77932.08,368.46
"2015","SNNP","Gurage","Fruit Crops",116274,583.24,48468.06,550.67
"2016","SNNP","Gurage","Fruit Crops",182824,1235.67,94650.79,497.97
"2005","SNNP","Hadiya","Fruit Crops",167946,1328,79172,218.12
"2006","SNNP","Hadiya","Fruit Crops",200625,1854.9,159468.05,538.72
"2007","SNNP","Hadiya","Fruit Crops",235760,2090.54,170926.38,584.11
"2008","SNNP","Hadiya","Fruit Crops",203148,1919.59,133691.53,269.87
"2011","SNNP","Hadiya","Fruit Crops",191391,1983.34,238264.1,381.86
"2012","SNNP","Hadiya","Fruit Crops",194928,2176.34,265293.85,223.12
"2013","SNNP","Hadiya","Fruit Crops",214536,1856.88,153395.61,151.15
"2014","SNNP","Hadiya","Fruit Crops",217248,1897.34,161152.93,177.11
"2015","SNNP","Hadiya","Fruit Crops",228064,2695.5,293190.88,244.29
"2016","SNNP","Hadiya","Fruit Crops",176167,1852.58,183310.88,183.73
"2006","Harari","Harer","Fruit Crops",14902,159.78,1462.14,87.61
"2012","Harari","Harer","Fruit Crops",11117,272.06,288.66,1.09
"2008","Oromiya","Horo Gudru Wellega","Fruit Crops",6786,55.9,1865.91,33.38
"2011","Oromiya","Horo Gudru Wellega","Fruit Crops",8378,47.3,1690.65,35.74
"2012","Oromiya","Horo Gudru Wellega","Fruit Crops",12442,71.64,2847.75,116.01
"2013","Oromiya","Horo Gudru Wellega","Fruit Crops",16833,86.79,2697.74,31.56
"2014","Oromiya","Horo Gudru Wellega","Fruit Crops",7814,59.25,1912.05,32.27
"2015","Oromiya","Horo Gudru Wellega","Fruit Crops",7753,0,0,0
"2016","Oromiya","Horo Gudru Wellega","Fruit Crops",11816,0,0,0
"2007","Oromiya ","Horo Gudru Wellega","Fruit Crops",9955,112.11,6070.4,810.5
"2009","Oromiya ","Horo Gudru Wellega","Fruit Crops",12560,55.95,1867.69,33.38
"2005","Oromiya","Ilu Aba Bora","Fruit Crops",121598,904,35112,194.8
"2006","Oromiya","Ilu Aba Bora","Fruit Crops",120109,879.85,107386.11,1032.67
"2008","Oromiya","Ilu Aba Bora","Fruit Crops",194713,1456.23,112596.62,449.41
"2011","Oromiya","Ilu Aba Bora","Fruit Crops",137924,1329.43,102905.6,515.99
"2012","Oromiya","Ilu Aba Bora","Fruit Crops",212696,1790.57,117540.74,516
"2013","Oromiya","Ilu Aba Bora","Fruit Crops",191151,1640.94,89750.52,385.46
"2014","Oromiya","Ilu Aba Bora","Fruit Crops",200303,1894.84,109343.86,418.41
"2015","Oromiya","Ilu Aba Bora","Fruit Crops",231804,3102.93,72994.29,119.98
"2016","Oromiya","Ilu Aba Bora","Fruit Crops",313514,3606.48,228003.36,431.83
"2007","Oromiya ","Ilu Aba Bora","Fruit Crops",118629,1049.94,128592.12,1004.62
"2009","Oromiya ","Ilu Aba Bora","Fruit Crops",183125,1467.26,95924.5,565.09
"2005","Somali","Jijiga","Fruit Crops",1296,0,0,0
"2006","Somali","Jijiga","Fruit Crops",1199,26.51,0,0
"2005","Oromiya","Jimma","Fruit Crops",397184,2608,212196,424.11
"2006","Oromiya","Jimma","Fruit Crops",421173,3421.09,403202.62,871.92
"2008","Oromiya","Jimma","Fruit Crops",584245,4323.06,403173.96,511.07
"2011","Oromiya","Jimma","Fruit Crops",610802,5052.9,468961.33,617.88
"2012","Oromiya","Jimma","Fruit Crops",699974,6196.94,559302,617.88
"2013","Oromiya","Jimma","Fruit Crops",735292,5461.08,339568.68,369.63
"2014","Oromiya","Jimma","Fruit Crops",708300,5874.67,379811.84,319.56
"2015","Oromiya","Jimma","Fruit Crops",801414,6365.57,579392.03,409.47
"2016","Oromiya","Jimma","Fruit Crops",1009278,7655.07,672992.22,426.09
"2007","Oromiya ","Jimma","Fruit Crops",487123,3442.61,358881.78,858
"2005","Benishangul Gumuz","Kamashi","Fruit Crops",8182,310,24476,229.67
"2006","Benishangul Gumuz","Kamashi","Fruit Crops",4335,175.74,20047.41,727.97
"2007","Benishangul Gumuz","Kamashi","Fruit Crops",7371,195.53,21097.23,207.36
"2008","Benishangul Gumuz","Kamashi","Fruit Crops",4595,23.14,682.54,199.55
"2009","Benishangul Gumuz","Kamashi","Fruit Crops",346,0,0,0
"2011","Benishangul Gumuz","Kamashi","Fruit Crops",3150,26.07,378.25,14.51
"2012","Benishangul Gumuz","Kamashi","Fruit Crops",8763,87.87,5243.57,162.89
"2013","Benishangul Gumuz","Kamashi","Fruit Crops",4338,40.91,1901.51,92.54
"2014","Benishangul Gumuz","Kamashi","Fruit Crops",4020,21.18,258.9,12.22
"2015","Benishangul Gumuz","Kamashi","Fruit Crops",4127,44.26,2434.59,112.51
"2016","Benishangul Gumuz","Kamashi","Fruit Crops",5939,76.12,4040.32,121.98
"2005","SNNP","Kefa","Fruit Crops",59943,671,40018,149.49
"2006","SNNP","Kefa","Fruit Crops",70153,998.28,28071.91,491.78
"2007","SNNP","Kefa","Fruit Crops",79419,946.86,33366.09,374.25
"2008","SNNP","Kefa","Fruit Crops",116932,1715.8,80053.34,274.05
"2011","SNNP","Kefa","Fruit Crops",99049,1079.52,63919.82,242.3
"2012","SNNP","Kefa","Fruit Crops",109173,1380.91,79974.67,304.65
"2013","SNNP","Kefa","Fruit Crops",129664,1441.53,58786.14,162.27
"2014","SNNP","Kefa","Fruit Crops",164940,1604.79,68407.71,153.72
"2015","SNNP","Kefa","Fruit Crops",163267,2107.77,91223.15,224.05
"2016","SNNP","Kefa","Fruit Crops",182280,2328.7,102330.1,191.26
"2008","Oromiya","Kelem","Fruit Crops",101540,1108.38,85198.78,405.1
"2007","Oromiya ","Kelem","Fruit Crops",86182,898.13,93309.71,982.12
"2009","Oromiya ","Kelem","Fruit Crops",120781,1238.92,100719.69,327.72
"2005","SNNP","Kembata Timbaro","Fruit Crops",149565,1596,104110,313.12
"2006","SNNP","Kembata Timbaro","Fruit Crops",160183,1552.78,141729.99,779.65
"2007","SNNP","Kembata Timbaro","Fruit Crops",164503,1691.32,130343.47,659.22
"2008","SNNP","Kembata Timbaro","Fruit Crops",182338,2019.4,148162.64,449.86
"2011","SNNP","Kembata Timbaro","Fruit Crops",141161,1579.98,139662.67,327.19
"2012","SNNP","Kembata Timbaro","Fruit Crops",137259,1711.88,154404.74,549.59
"2013","SNNP","Kembata Timbaro","Fruit Crops",156227,1764.89,120678.87,254.63
"2014","SNNP","Kembata Timbaro","Fruit Crops",147810,1956.8,143125.11,211.62
"2015","SNNP","Kembata Timbaro","Fruit Crops",140496,1796.2,159816.67,303.45
"2016","SNNP","Kembata Timbaro","Fruit Crops",152297,2117.66,171991.98,409.16
"2008","SNNP","Konso","Fruit Crops",29310,307.66,14669.1,207.66
"2009","SNNP","Konso","Fruit Crops",18925,12.58,0,0
"2005","SNNP","Konso ","Fruit Crops",12720,156,3724,47.04
"2006","SNNP","Konso ","Fruit Crops",19716,211.04,20353.07,535.91
"2007","SNNP","Konso ","Fruit Crops",16527,80.78,1777.42,23.88
"2011","SNNP","Konso ","Fruit Crops",16132,130.97,7816.32,259.67
"2012","SNNP","Konso ","Fruit Crops",24538,125.95,7603.05,276.8
"2005","SNNP","Konta","Fruit Crops",13896,167,20143,722.3
"2006","SNNP","Konta","Fruit Crops",19444,274.88,16059.14,415.58
"2007","SNNP","Konta","Fruit Crops",24858,301.6,15530.83,425.05
"2008","SNNP","Konta","Fruit Crops",28132,368.43,32966.14,451.92
"2009","SNNP","Konta","Fruit Crops",27164,246,22019.53,717.11
"2011","SNNP","Konta","Fruit Crops",26948,239.76,20854.89,557.58
"2012","SNNP","Konta","Fruit Crops",49633,551.31,53375.62,557.74
"2013","SNNP","Konta","Fruit Crops",50749,541.47,50630.72,905.04
"2014","SNNP","Konta","Fruit Crops",57981,683.45,71457.59,714.5
"2015","SNNP","Konta","Fruit Crops",56516,734.01,68268.48,688.7
"2016","SNNP","Konta","Fruit Crops",68517,929.31,93218.85,645.84
"2005","Somali","Liben","Fruit Crops",2278,0,0,0
"2006","Somali","Liben","Fruit Crops",1269,54.11,3746.99,548.74
"2007","Somali","Liben","Fruit Crops",1781,0,0,0
"2009","Somali","Liben","Fruit Crops",604,0,0,0
"2011","Somali","Liben","Fruit Crops",1385,0,0,0
"2015","Somali","Liben","Fruit Crops",3627,0,0,0
"2008","Benishangul Gumuz","Maokomo ","Fruit Crops",7216,105.64,0,0
"2009","Benishangul Gumuz","Maokomo ","Fruit Crops",924,1.81,0,0
"2011","Benishangul Gumuz","Maokomo ","Fruit Crops",11673,115.27,9257.96,427.67
"2012","Benishangul Gumuz","Maokomo ","Fruit Crops",13246,186.82,15845.11,427.49
"2013","Benishangul Gumuz","Maokomo ","Fruit Crops",10337,139.25,10189.62,347.81
"2014","Benishangul Gumuz","Maokomo ","Fruit Crops",9890,138.57,9684.02,385.62
"2015","Benishangul Gumuz","Maokomo ","Fruit Crops",12381,160.77,12525.99,439.44
"2016","Benishangul Gumuz","Maokomo ","Fruit Crops",14407,131.5,10578.01,252.09
"2011","Gambella","Mejenger","Fruit Crops",21599,150.42,0,0
"2012","Gambella","Mejenger","Fruit Crops",24704,227.41,0,0
"2013","Gambella","Mejenger","Fruit Crops",27717,351.33,0,0
"2014","Gambella","Mejenger","Fruit Crops",40486,421.39,0,0
"2015","Gambella","Mejenger","Fruit Crops",40486,0,421.39,0
"2016","Gambella","Mejenger","Fruit Crops",45339,505.25,0,0
"2005","Benishangul Gumuz","Metekel","Fruit Crops",14610,227,9236,250.28
"2006","Benishangul Gumuz","Metekel","Fruit Crops",13225,94.28,0,0
"2007","Benishangul Gumuz","Metekel","Fruit Crops",19208,71.71,0,0
"2008","Benishangul Gumuz","Metekel","Fruit Crops",15736,48.69,6555.14,327.75
"2011","Benishangul Gumuz","Metekel","Fruit Crops",19082,156.42,17741.82,513.23
"2012","Benishangul Gumuz","Metekel","Fruit Crops",38217,178.58,24942.53,447.82
"2013","Benishangul Gumuz","Metekel","Fruit Crops",30959,211.71,0,0
"2014","Benishangul Gumuz","Metekel","Fruit Crops",29496,32.06,0,0
"2015","Benishangul Gumuz","Metekel","Fruit Crops",56165,312.8,4187.82,26.81
"2016","Benishangul Gumuz","Metekel","Fruit Crops",57744,567.07,7868.53,78.62
"2008","Gambella","Mezhenger","Fruit Crops",29682,266.82,0,0
"2009","Gambella","Mezhenger","Fruit Crops",975,0.41,0,0
"2005","Amhara","North Gondar","Fruit Crops",9407,0,0,0
"2006","Amhara","North Gondar","Fruit Crops",17308,82.71,6628.63,397.5
"2007","Amhara","North Gondar","Fruit Crops",12578,0,0,0
"2008","Amhara","North Gondar","Fruit Crops",31391,38.36,2997.54,78.14
"2009","Amhara","North Gondar","Fruit Crops",19548,0,0,0
"2013","Amhara","North Gondar","Fruit Crops",22565,37.63,0,0
"2014","Amhara","North Gondar","Fruit Crops",13558,0,0,0
"2015","Amhara","North Gondar","Fruit Crops",20274,36.35,0,0
"2005","Amhara","North Shewa","Fruit Crops",37194,60,317,5.26
"2006","Amhara","North Shewa","Fruit Crops",61034,293.46,40631.13,681.55
"2007","Amhara","North Shewa","Fruit Crops",59573,171.26,24159.65,304.49
"2008","Amhara","North Shewa","Fruit Crops",51691,106.48,8445.13,222.28
"2009","Amhara","North Shewa","Fruit Crops",59002,0,0,0
"2011","Amhara","North Shewa","Fruit Crops",45004,43.67,6488.25,148.57
"2012","Amhara","North Shewa","Fruit Crops",69456,0,0,0
"2013","Amhara","North Shewa","Fruit Crops",62233,186.64,13082.21,132.72
"2014","Amhara","North Shewa","Fruit Crops",70169,334.12,9925.64,165.17
"2015","Amhara","North Shewa","Fruit Crops",76172,104.84,9846.16,149.19
"2016","Amhara","North Shewa","Fruit Crops",59379,75.87,7059.26,135.61
"2006","Oromiya","North Shewa","Fruit Crops",11670,515.96,6707.48,79.29
"2012","Oromiya","North Shewa","Fruit Crops",2173,0,0,0
"2015","Oromiya","North Shewa","Fruit Crops",4286,0,0,0
"2016","Oromiya","North Shewa","Fruit Crops",2687,0,0,0
"2007","Oromiya ","North Shewa","Fruit Crops",1503,6.3,312.41,49.59
"2005","Tigray","North Western Tigray","Fruit Crops",3795,8,51,28.71
"2006","Tigray","North Western Tigray","Fruit Crops",1698,7.85,0,0
"2007","Tigray","North Western Tigray","Fruit Crops",7252,6.17,378.52,61.35
"2008","Tigray","North Western Tigray","Fruit Crops",11155,40.69,3120.42,99.53
"2009","Tigray","North Western Tigray","Fruit Crops",10806,54.65,4433.93,130.29
"2012","Tigray","North Western Tigray","Fruit Crops",6537,0,0,0
"2013","Tigray","North Western Tigray","Fruit Crops",10174,47.67,0,0
"2014","Tigray","North Western Tigray","Fruit Crops",27680,71.3,602.53,36.65
"2015","Tigray","North Western Tigray","Fruit Crops",16388,28.38,483.39,45.54
"2016","Tigray","North Western Tigray","Fruit Crops",30753,93.63,1170.98,36.63
"2005","Amhara","North Wollo","Fruit Crops",17579,0,0,0
"2006","Amhara","North Wollo","Fruit Crops",28981,119.22,25870.19,596.68
"2007","Amhara","North Wollo","Fruit Crops",24603,14.88,2604.9,175.06
"2008","Amhara","North Wollo","Fruit Crops",16016,0,0,0
"2011","Amhara","North Wollo","Fruit Crops",22227,61.38,2682.75,155.49
"2012","Amhara","North Wollo","Fruit Crops",38895,57.34,1932.15,67.83
"2013","Amhara","North Wollo","Fruit Crops",64479,59.34,3486.32,30.75
"2014","Amhara","North Wollo","Fruit Crops",33132,0,0,0
"2015","Amhara","North Wollo","Fruit Crops",47517,125.95,15838.26,64.43
"2016","Amhara","North Wollo","Fruit Crops",39663,117.78,2443.75,23.71
"2016","Gambella","Nuwer","Fruit Crops",73,0,0,0
"2005","Amhara","Oromiya","Fruit Crops",31967,165,1182,33.03
"2006","Amhara","Oromiya","Fruit Crops",34798,200.22,9650.87,300.51
"2007","Amhara","Oromiya","Fruit Crops",28363,101.86,6032.04,255.86
"2008","Amhara","Oromiya","Fruit Crops",25512,58.76,2530.95,184.93
"2009","Amhara","Oromiya","Fruit Crops",23094,90.06,2009.12,70.65
"2011","Amhara","Oromiya","Fruit Crops",39279,214.77,10119.71,276.53
"2012","Amhara","Oromiya","Fruit Crops",44482,352.42,14465.82,300.01
"2013","Amhara","Oromiya","Fruit Crops",42312,142.52,13280.71,217.82
"2014","Amhara","Oromiya","Fruit Crops",46546,311.94,6719.96,107.09
"2015","Amhara","Oromiya","Fruit Crops",40293,207.12,6365.01,230.8
"2016","Amhara","Oromiya","Fruit Crops",54809,446.41,10351.23,42.78
"2008","Benishangul Gumuz","Pawe ","Fruit Crops",5787,29.78,3893.48,458.24
"2009","Benishangul Gumuz","Pawe ","Fruit Crops",1028,6.03,305.61,150.16
"2011","Oromiya","Qeleme Wellega","Fruit Crops",92436,1111.61,87373.61,419.84
"2012","Oromiya","Qeleme Wellega","Fruit Crops",144480,1285.1,99084.03,239.2
"2013","Oromiya","Qeleme Wellega","Fruit Crops",135204,1216.51,87865,152.36
"2014","Oromiya","Qeleme Wellega","Fruit Crops",127009,1544.18,102983.99,191.93
